"pid3","weight","bias_wsj","bias_pbs","bias_npr","bias_cbs","bias_usa","bias_abc","bias_drg","bias_fox","bias_huf","bias_nyt"
"Independent ",0.633787498642761,"6","4 - No bias at all","4 - No bias at all","5","5","5","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","3"
"Republican ",0.734366857192731,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.12483219175135,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.6881998013553,"7 - Conservative or pro-Republican party bias","3","3","4 - No bias at all","6","5","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","3"
"Independent ",0.567692203057534,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","2","4 - No bias at all"
"Democrat ",1.16183159702502,"4 - No bias at all","4 - No bias at all","4 - No bias at all","3","3","3","4 - No bias at all","6","4 - No bias at all","4 - No bias at all"
"Democrat ",1.12760620064093,"7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Republican ",1.18225961819515,"3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.609212411329635,"2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","5","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.53814555223298,"6","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","5","6","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","4 - No bias at all","7 - Conservative or pro-Republican party bias"
"Not sure",1.27651652916627,"5","2","2","3","3","2","5","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.935433953472144,"7 - Conservative or pro-Republican party bias","6","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Democrat ",0.819867757562202,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all"
"Republican ",0.734366857192731,"4 - No bias at all","5","4 - No bias at all","2","3","4 - No bias at all","6","5","2","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.27651652916627,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",1.05896624448484,"3","3","3","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",1.50294581095031,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","4 - No bias at all","6","4 - No bias at all","4 - No bias at all"
"Independent ",0.819867757562202,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","5","5","1 - Liberal or pro-Democratic party bias","4 - No bias at all"
"Republican ",1.18225961819515,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.734366857192731,"2","4 - No bias at all","3","2","2","2","2","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","2"
"Independent ",1.59642655223364,"7 - Conservative or pro-Republican party bias","6","6","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","2","7 - Conservative or pro-Republican party bias"
"Democrat ",0.935433953472144,"5","4 - No bias at all","6","6","6","6","6","6","6","6"
"Independent ",1.18225961819515,"6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","3","6","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.609212411329635,"3","3","6","2","3","2","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","3"
"Democrat ",1.59642655223364,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","5","3"
"Other ",0.633787498642761,"5","2","2","2","3","2","4 - No bias at all","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.734366857192731,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","2","2","2","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",1.07151234293091,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.24680632386779,"5","3","3","5","5","5","3","5","5","3"
"Democrat ",0.724227180776517,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","6","5","4 - No bias at all"
"Republican ",1.18225961819515,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","2","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.27651652916627,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","2","4 - No bias at all"
"Republican ",0.567692203057534,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",1.27651652916627,"4 - No bias at all","4 - No bias at all","2","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","4 - No bias at all","4 - No bias at all"
"Independent ",1.39196955152836,"5","4 - No bias at all","3","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","5"
"Democrat ",0.734366857192731,"4 - No bias at all","2","7 - Conservative or pro-Republican party bias","5","2","2","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Independent ",0.633787498642761,"6","4 - No bias at all","4 - No bias at all","6","6","6","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","5"
"Independent ",0.609212411329635,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","5","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.12760620064093,"5","4 - No bias at all","4 - No bias at all","5","4 - No bias at all","5","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Democrat ",0.648700273592662,"2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","3","3","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","5","2","2"
"Independent ",0.819867757562202,"2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.616430052993772,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","5","6","5","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","2","5"
"Republican ",1.10168400176603,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.819867757562202,"6","4 - No bias at all","6","3","4 - No bias at all","3","4 - No bias at all","7 - Conservative or pro-Republican party bias","6","6"
"Democrat ",1.24680632386779,"6","2","2","5","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","2","4 - No bias at all"
"Republican ",1.27651652916627,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","3","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Not sure",0.633787498642761,"6","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","5","5","7 - Conservative or pro-Republican party bias","3","6"
"Democrat ",0.734366857192731,"6","2","2","3","3","3","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","4 - No bias at all","3"
"Republican ",1.05896624448484,"2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.734366857192731,"2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",1.18225961819515,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.25889119052398,"4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Other ",1.16183159702502,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all"
"Democrat ",1.27651652916627,"7 - Conservative or pro-Republican party bias","4 - No bias at all","3","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","7 - Conservative or pro-Republican party bias","2","1 - Liberal or pro-Democratic party bias"
"Republican ",0.680141823754453,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","3","2","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.734366857192731,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","3","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.633787498642761,"6","2","2","1 - Liberal or pro-Democratic party bias","6","1 - Liberal or pro-Democratic party bias","6","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Not sure",1.42513885806255,"4 - No bias at all","4 - No bias at all","6","4 - No bias at all","1 - Liberal or pro-Democratic party bias","6","4 - No bias at all","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias"
"Independent ",0.819867757562202,"6","4 - No bias at all","4 - No bias at all","2","2","2","3","5","3","2"
"Democrat ",1.12760620064093,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",1.35591374398098,"2","4 - No bias at all","4 - No bias at all","5","5","2","3","4 - No bias at all","6","3"
"Independent ",0.819867757562202,"7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","3","3","3","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","5"
"Democrat ",0.780043259950647,"4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","5","6"
"Republican ",1.67793085934152,"4 - No bias at all","3","3","3","3","3","6","5","2","3"
"Democrat ",1.4821940789721,"1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Republican ",1.27651652916627,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.586487398283048,"4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","3","4 - No bias at all","3","6","6","6","5"
"Democrat ",0.734366857192731,"5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","2"
"Republican ",0.567692203057534,"6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","5","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Not sure",1.27651652916627,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",1.42513885806255,"6","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","2","4 - No bias at all","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",1.2615778569208,"5","3","2","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","2","3"
"Democrat ",1.10168400176603,"7 - Conservative or pro-Republican party bias","4 - No bias at all","6","3","5","3","5","7 - Conservative or pro-Republican party bias","3","3"
"Independent ",1.67793085934152,"7 - Conservative or pro-Republican party bias","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias"
"Republican ",1.29710138303235,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","2","2","3","6","1 - Liberal or pro-Democratic party bias","2"
"Republican ",0.633787498642761,"1 - Liberal or pro-Democratic party bias","3","2","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","3","7 - Conservative or pro-Republican party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.50294581095031,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",1.18225961819515,"6","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","2","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.734366857192731,"7 - Conservative or pro-Republican party bias","4 - No bias at all","3","3","3","3","3","7 - Conservative or pro-Republican party bias","2","3"
"Not sure",0.69869550546494,"5","5","5","5","4 - No bias at all","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","5","5"
"Democrat ",0.986793553636056,"4 - No bias at all","3","3","5","4 - No bias at all","3","4 - No bias at all","6","4 - No bias at all","4 - No bias at all"
"Independent ",1.42513885806255,"5","5","5","7 - Conservative or pro-Republican party bias","6","6","4 - No bias at all","6","4 - No bias at all","5"
"Democrat ",0.680141823754453,"7 - Conservative or pro-Republican party bias","4 - No bias at all","2","5","7 - Conservative or pro-Republican party bias","5","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","3"
"Republican ",0.633787498642761,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.01946438721097,"6","2","2","4 - No bias at all","5","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","3","2"
"Democrat ",0.609212411329635,"6","4 - No bias at all","4 - No bias at all","5","3","5","4 - No bias at all","7 - Conservative or pro-Republican party bias","3","3"
"Democrat ",1.18624358675689,"6","6","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","6","6","6","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","6"
"Democrat ",0.819867757562202,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Democrat ",1.05896624448484,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.12760620064093,"7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias"
"Democrat ",1.12760620064093,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.69869550546494,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",1.18624358675689,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.42994127905305,"3","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Republican ",0.69869550546494,"3","3","3","1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","3"
"Democrat ",1.00752770664113,"3","3","3","3","3","3","3","3","3","3"
"Republican ",0.734366857192731,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","1 - Liberal or pro-Democratic party bias","2"
"Democrat ",0.567692203057534,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","5","2","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","3"
"Republican ",1.24680632386779,"3","3","3","2","3","3","3","7 - Conservative or pro-Republican party bias","3","2"
"Republican ",0.567692203057534,"1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",1.19626643440477,"3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",1.05896624448484,"6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",1.10168400176603,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",0.734366857192731,"7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","4 - No bias at all","3","4 - No bias at all","3","4 - No bias at all","3","7 - Conservative or pro-Republican party bias"
"Independent ",1.29710138303235,"3","3","2","3","3","3","3","7 - Conservative or pro-Republican party bias","2","2"
"Independent ",1.05896624448484,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Republican ",1.10168400176603,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Not sure",0.609212411329635,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Not sure",0.946516503582857,"5","4 - No bias at all","4 - No bias at all","6","5","6","5","6","3","5"
"Republican ",0.609212411329635,"1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","2","2","2","5","5","2","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.25889119052398,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all"
"Republican ",1.00752770664113,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all"
"Republican ",1.00752770664113,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Republican ",0.819867757562202,"2","2","2","2","2","1 - Liberal or pro-Democratic party bias","3","2","2","1 - Liberal or pro-Democratic party bias"
"Republican ",0.986793553636056,"4 - No bias at all","4 - No bias at all","2","4 - No bias at all","4 - No bias at all","2","4 - No bias at all","6","4 - No bias at all","4 - No bias at all"
"Other ",0.680141823754453,"7 - Conservative or pro-Republican party bias","3","3","3","6","6","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","3"
"Other ",0.724227180776517,"6","3","3","5","5","5","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","5","5"
"Independent ",1.05896624448484,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",1.18225961819515,"6","3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","3","2","4 - No bias at all","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.780043259950647,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.819867757562202,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
